date, pm25, pm10, o3, no2, so2, co
2024/6/11, 46, 12, 38, 1, 1, 
2024/6/12, 53, 11, 48, 1, 1, 
2024/6/13, 45, 23, 49, 1, 1, 
2024/6/14, 63, 11, 28, 1, , 
2024/6/15, 40, 16, 39, 1, 1, 
2024/6/16, 62, 25, 35, 3, 1, 
2024/6/17, 77, 7, 39, 1, , 
2024/6/18, 31, 14, 40, 7, 1, 
2024/6/19, 56, 9, 32, 1, , 
2024/6/20, 54, 7, 32, 1, , 
2024/6/21, 30, 6, 22, 1, , 
2024/6/22, 27, 10, 10, 1, , 
2024/6/23, 33, 6, 12, 1, , 
2024/6/24, 41, 13, 20, 2, 1, 
2024/6/25, 50, 13, 17, 1, 1, 
2024/6/26, 57, 17, 20, 2, , 
2024/6/27, 57, 10, 14, 3, , 
2024/6/28, 31, 12, 21, 1, , 
2024/6/29, 41, 10, 7, 1, 1, 
2024/6/30, 41, 9, 4, 1, , 
2024/1/1, 16, 3, 24, 1, 7, 
2024/1/2, 29, 7, 26, 2, , 
2024/1/3, 33, 6, 27, 1, , 
2024/1/4, 24, 4, 19, 2, 1, 
2024/1/5, 24, 5, 20, 2, , 
2024/1/6, 33, 6, 32, 1, 1, 
2024/1/7, 26, 3, 30, 1, 1, 
2024/1/8, 17, 4, 27, 2, 1, 
2024/1/9, 27, 9, 26, 4, , 
2024/1/10, 50, 3, 24, 3, 1, 
